App,评分,日期,差评原文
Langwill,1star,2023年9月4日,"This app only translates 1000 products, I asked the developers to increase the limits, but they just don't care about the needs of the customers. Shoptery 格鲁吉亚 17天 人在使用应用 Channelwill"
Langwill,1star,2023年9月5日,"Hello there, Thank you for sharing your feedback with us. We apologize for any inconvenience caused by the current limit on product translations. We understand that this may ... 显示详细信息"
Langwill,1star,2024年10月9日,can not translate willdesk articles Act Design Shop 荷兰 3分钟 人在使用应用 Channelwill
Langwill,1star,2024年10月10日,"Hello There, Thank you for your feedback. We want to clarify that Langwill can translate Willdesk articles. Please refer to the following article for detailed instructions on ... 显示详细信息"
Langwill,1star,2023年6月3日,"This is literally the worst app ever. We translate into Japanese and we know that the AI translations are usually wrong so we translated the entire website manually. However, since the begining of this year (2023) the app has been acting weird like there is a bug in the system or something. We manua"
Langwill,1star,2023年6月3日,"Hello there, I'm sorry to hear about your negative experience with the app. It sounds like you've been dealing with a frustrating issue for quite some time. It's ... 显示详细信息"
Langwill,1star,2021年2月15日,"the site leaves snippets all over the page when cropping it and I have not been able to solve the problem, also the language change icon remains where it had left it after removing the app Amorino Jewelry 哥伦比亚 大约1小时 人在使用应用"
Langwill,1star,2022年6月10日,This app is buggy and customer service is very slow and not very responsive. Had to remove it. Wasted a lot of time. D2D HealthCo. 加拿大 8天 人在使用应用 Channelwill
Langwill,1star,2022年6月10日,"Hello D2D HealthCo., Thank you for your valuable feedback. We're sorry to hear you had a frustrating experience, but we really appreciate you bringing this issue to our ... 显示详细信息"
Langwill,1star,2020年4月16日,I do not recommend it at all! They installed malware on my website and it was not easy to clean. I found out because of google ads warning. I do not know if it is the responsibility of the app or who but it has given me problems. ArenasJewelry 西班牙 24天 人在使用应用 Channelwill
Langwill,1star,2020年4月16日,Update: The malware issue is a false positive of Google ads for our language selector. We have updated our Translation selector. Now you need to add the code to your theme to ... 显示详细信息 编辑时间：
Langwill,1star,2021年12月26日,Inconvenient to use also seems to be not free Every time you click on the link for more credits it opens a chat window with a representative who does not quite understand what you want slazenger watches שעוני שלזינגר 以色列 36分钟 人在使用应用 Channelwill
Langwill,1star,2021年12月26日,Hello slazenger watches שעוני שלזינגר Thanks for your valuable feedback. We are truly sorry to hear about your recent experience with us. It is unfortunate to know that your ... 显示详细信息 编辑时间：
Langwill,1star,2022年6月13日,"I installed Etranslate app in Dec 2021, and if I rate Etranslate app 1 month ago, I will rate it 5 stars, because Etranslate app was very useful. Auto-translate worked well, also I can translate manual, and the auto-switch language based on geolocation made customers easier to view our site. Also, t"
Langwill,1star,2022年6月13日,"Hi Tiny Ink, We are so sorry that we didn't bring you a good user experience! There is already an agent who contacted you to solve your issue, looking forward to your reply! ... 显示详细信息"
Langwill,1star,2022年3月16日,"Lier, it will cost $2 per 10,000 words, only free for first 300k words, they only told this after you chat with them GiftInOne 香港特别行政区 大约1小时 人在使用应用 Channelwill"
Langwill,1star,2022年4月18日,"Hello GiftInOne, Thank you for your valuable feedback. We're sorry to hear you had a frustrating experience, but we really appreciate you bringing this issue to our attention ... 显示详细信息 编辑时间："
Langwill,1star,2022年3月16日,"At first I thought this was great. The look of it was good and easy to use. However, it ran out of words after translating just one language. I've been talking to customer service for over 15 minutes. They told me it was too expensive to give words because Google charges them (really? why is Google "
Langwill,1star,2022年4月18日,"Hello LOU.EARL, Thank you for your valuable feedback. We're sorry to hear you had a frustrating experience, but we really appreciate you bringing this issue to our attention. ... 显示详细信息 上一页 1 2 3 4 下一页"
Langwill,1star,2023年4月5日,"My experience is so bad i am facing an issue and i sent alot of emails to support team first they replied that this issue is not in our end you should talk to theme support team and after investigation from theme support team, i sent an email again to app team but every time i am getting the answer "
Langwill,1star,2023年4月6日,"Dear Bocan, We apologize for the inconvenience you have experienced and understand your frustration. Our support team has thoroughly investigated the issue and determined ... 显示详细信息"
Langwill,1star,2022年9月7日,A l'inverse de ce qui est dit l'application ne gere pas les avis de judgeme. En plus si vous avez des article sans variantes il affichera (et traduira) les case de variantes!!!! Donc pour les produits sans variante vous aurez quand même le selecteur de variantes qui s'affichera sur les pages traduit
Langwill,1star,2022年9月7日,"Bonjour La Magie du Naturel, Merci pour vos précieux commentaires. Nous sommes vraiment désolés d'apprendre votre récente expérience avec nous. Il est regrettable de savoir ... 显示详细信息"
Langwill,1star,2022年9月12日,The most 3rd class app ever seen on Shopify app store. The app is created just to earn money through 1st month charges i guess. This never translates complete pages and translation is only 40-50% accurate. Devshoppe 印度 15天 人在使用应用 Channelwill
Langwill,1star,2022年9月12日,"Hello Devshoppe, Thank you for your valuable feedback. We're sorry to hear you had a frustrating experience, but we really appreciate you bringing this issue to our attention ... 显示详细信息 编辑时间："
Langwill,1star,2022年10月16日,"I have just changed my review after using this app for one week with growth plan. most of the products pages was wrongly translate or partially translate. I received only promises without any action from customer service to solve these issues, however, no action by their end. The main problem, app i"
Langwill,1star,2022年10月10日,"Hello FigureArt Store, Thank you for sharing your experience with us. It is our pleasure to provide the best possible service to our valued users. We deeply apologize for the ... 显示详细信息"
Langwill,1star,2022年11月24日,"This app is completely trash; even the so-called they call AI is also useless. We found thousands of errors on our website after installing just one language. You have to solve all the errors manually, or you have to hire an expensive team of developers to solve all the errors. Their customer suppor"
Langwill,1star,2024年10月10日,垃圾 Entropy Bright 美国 1天 人在使用应用 Channelwill
Langwill,1star,2024年10月11日,亲爱的熵亮， 我希望这封邮件对您有好处。我想就您最近的评论以及您在我们的服务中遇到的问题与您联系。我真诚地感谢您的反馈，并且很遗憾听到您的体验没有达到您的期望。 我了解您在同步主页 SEO 资源时遇到了困难，我想向您保证，我们会认真对待这些问题。我们的团队在问题提出的当天就解决了该问题，但我想知道您是否仍然遇到任何问题。 对于近期更新给您带来的不 ... 显示详细信息
Langwill,1star,2024年3月27日,Don't work PURIT 意大利 13分钟 人在使用应用 Channelwill
Langwill,1star,2024年3月28日,"Hello there, I hope this message finds you well. First and foremost, I want to express our sincere gratitude for taking the time to share your thoughts and experiences with ... 显示详细信息"
Langwill,1star,2023年12月15日,not good Author 美国 大约1年 人在使用应用 Channelwill
Langwill,1star,2023年12月16日,"Hello there, Thank you for taking the time to share your feedback. We're genuinely sorry to hear that your experience fell short of your expectations, and we appreciate your ... 显示详细信息"
Langwill,1star,2023年7月17日,"This app is rubbish, I chose the 19.99 per month plan. As a result, the translation language can never be accessed, no matter how to shut down and restart, or refresh. Image translation can only translate media sources, not details pages. Asking customer service is a waste of time. They don't listen"
Langwill,1star,2023年7月18日,Thank you for bringing this issue to our attention. We apologize for the inconvenience and frustration you experienced with our translation app. We take customer feedback ... 显示详细信息
Langwill,1star,2025年10月23日,THIS APP DESTROED MY TRANSLATIONS!!!! Sweetel 塞尔维亚 11分钟 人在使用应用 Channelwill
Langwill,1star,2025年10月23日,"Hello There, Thank you for taking time sharing your feedback. This is Kim from the Langwill Support Team. We’re truly sorry to hear about your experience and the issues you’ ... 显示详细信息 上一页 1 2 3 4 下一页"
Langwill,1star,2022年7月21日,i would give a zero if possible! The app is full of bugs and conflicts. When you switch a language it changes the region to some random country. Translations get misplaced and break the design layouts. I wish I could attach screenshots of how the store designs made with pagefly were broken when swit
Langwill,1star,2022年7月21日,"Hello Mundogafas, Thank you for your valuable feedback. We're sorry to hear you had a frustrating experience, but we really appreciate you bringing this issue to our ... 显示详细信息"
Langwill,1star,2023年12月22日,"service client inutile, le glossaire ( qui m'est necesseraire) ne fonctionne pas , 2 mois a essayer de trouver une solution avec le service client , pour rien. a chaque fois je dois leur réexpliquer le problème , on me dit que l'on me recontactera sous x jours , on ne me recontacte jamais, et quand "
Langwill,1star,2023年12月23日,"Bonjour à tous, Nous nous excusons sincèrement pour la frustration et les désagréments que vous avez subis avec notre service clientèle et les problèmes que vous avez ... 显示详细信息"
Langwill,1star,2022年9月14日,"I've been writing to support for a month to fix one error, and after a month they still haven't fixed it! I pay for the Grow plan, where they offer Premium support. Disaster! AMOUR Parfums 斯洛文尼亚 26天 人在使用应用 Channelwill"
Langwill,1star,2022年9月14日,"Hello AMOUR Parfums, Thank you for your valuable feedback. We're sorry to hear you had a frustrating experience, but we really appreciate you bringing this issue to our ... 显示详细信息 编辑时间："
Langwill,1star,2022年3月24日,"It started well, but then they stopped answering the emails for weeks… Don't understand that and the app is not working, not translating anything and I don't know why. Not the auto-translation, not the manual translation… Anything. AMPERBIKE 西班牙 13天 人在使用应用 Channelwill"
Langwill,1star,2022年4月18日,"Hello AMPERBIKE, Thank you for your valuable feedback. We're sorry to hear you had a frustrating experience, but we really appreciate you bringing this issue to our attention ... 显示详细信息"
Langwill,1star,2025年11月17日,PICKBOY Music Conducting Baton Store 日本 8个月 人在使用应用 Channelwill
Langwill,1star,2025年11月17日,"Hi there, My name is Emma from Langwill Customer Support Team of Channelwill. We appreciate the time in leaving a review. We understand we might not have fulfilled your ... 显示详细信息"
Langwill,1star,2025年4月2日,Hirschbauer Baits 奥地利 接近2年 人在使用应用 Channelwill
Langwill,1star,2025年4月3日,"Dear Chris, I hope you're having a great day! We sincerely appreciate you taking the time to leave a review rating for our app. We understand that encountering issues with ... 显示详细信息 上一页 2 3 4"
Langwill,2star,2026年5月19日,"Painful to find some content that requires translation. Fast support but app has no improvements for some time now. I utilise a paid for (albeit standard) theme and when I make a change, sometimes it take a long time to find the untranslated entry. I have to paginate through pages and pages of other"
Langwill,2star,2026年5月19日,"Hello There, This is Kim from the Langwill Support Team of CWILL. 🌹 Thank you for taking the time to share your honest feedback. We truly appreciate you recognizing the ... 显示详细信息"
Langwill,2star,2025年10月9日,"Almost good, but there are always problems coming up. I currently get random symbols/words showing up on the site, which are not listed in the translations list. They just appear on the site. You cant fix it. And the support is not very rushed to fixed it since it has been a week of a random word in"
Langwill,2star,2024年1月27日,"The app is not working properly on the website, I tried to add the switcher with no luck Angelo 卡塔尔 2年多 人在使用应用 Channelwill"
Langwill,2star,2024年1月28日,Thank you for bringing this to our attention. We apologize for the inconvenience you have experienced. Our team is currently investigating the issue and working on a solution ... 显示详细信息
Langwill,2star,2023年6月7日,"The translation is not that good. Yes, I use it for now. But till I find a better solution. because if you upload an Excel file and change everything manually. High possibility that the app's translations is changed the next day. Same products, same text, different result Ultimate Gainz 荷兰 21天 人在使用应"
Langwill,2star,2023年6月7日,Thank you for your feedback about our app's translation feature. We apologize for any inconvenience caused by the inaccuracies in the translations. We understand that you are ... 显示详细信息
Langwill,3star,2026年8月2日,"First, their one-click translation feature makes translating languages ​​effortless and convenient—a capability other plugins currently lack—and it works exceptionally well. The downside is that they do not offer an API key interface; instead, you have to purchase a 30,000-character quota for $4.90."
Langwill,3star,2026年8月2日,"Hi there, Thank you for taking the time to share your feedback and for trying Langwill. We truly appreciate your kind words about our one-click translation feature. We're ... 显示详细信息 编辑时间："
Langwill,3star,2023年2月3日,"The application is easy to use to add the desired languages as well as the monetary currencies, moreover the troubleshooting service is efficient with the ETranslate team! Polocats 加拿大 2年多 人在使用应用 Channelwill"
Langwill,3star,2022年4月9日,"Bonjour Polocats, Merci de partager vos aimables paroles avec nous. Nous sommes ravis de savoir que vous êtes satisfait du service que nous offrons. Notre équipe essaie ... 显示详细信息"
Langwill,3star,2022年5月18日,"Everything went smooth for 3 days until now. I can't enter this app in my admin panel. After clicking ""Language Translate + Currency"" in my Installed apps section I see only blank fields and no notifications about what the problem is. My Console throws the folowing: [Error] Failed to load resource: "
Langwill,3star,2022年5月19日,"Hi there, We are so sorry that we didn't bring you a good user experience! Our dev has solved this issue for several hours, and thank you so much for your error details, and ... 显示详细信息"
Langwill,3star,2022年8月16日,"Good prompt customer service from Ruby to help set up app. Just installed app so need to test it out before giving a review. App covers only 1,000 products for translation, suggest that the app can be adjusted to cover only active products in future. CHOMEL 新加坡 大约12小时 人在使用应用 Channelwill"
Langwill,3star,2022年8月18日,"Hello Chomel, Thank you for bringing this to our attention and for your suggestions. We’re sorry your experience didn’t match your expectations. We will strive hard to do ... 显示详细信息"

=== Locales.ai (11 reviews) ===
Locales.ai,1star,2026年2月5日,"DANGEROUS APP Out of nowhere, my account was hit with -207,844 credits no warning, no confirmation, no hard limit, nothing. The app continued consuming credits after my balance was already exhausted, due to their own system not having a proper credit cap (which they later admitted). Support took age"
Locales.ai,1star,2026年2月3日,"Stay away from Locales.ai. Absolutely unacceptable experience. I strongly advise anyone considering Locales.ai to stay as far away as possible. We have spent over $15K USD on translations using this app, and the result has been nothing short of disastrous. There are huge, obvious bugs that cause pro"
Locales.ai,1star,2026年1月17日,"Zbyt drogo, płacisz za subskrypcje, a nie jesteś w stanie przetłumaczyć na 5 języków, bo chcą żebyś dokupił kredytów. Apexrace99 波兰 大约5小时 人在使用应用"
Locales.ai,1star,2026年1月13日,"paid basic type USD9.99/month, 5 languages can be chosed, they only can translate 1-14%， others need credit, There are 50 products in our store, they charge by words for translate, need to buy credit, If I want to translate full of our website with 5 languages, I need at least 25000000 credits, USD1"
Locales.ai,1star,2026年3月27日,Abusive billing and poor quality of CS. I don't recommend to use. Better not use. Just do not use it. Have suspicion why bad reviews are only from 2026. Krescend 波兰 7个月 人在使用应用
Locales.ai,1star,2025年11月26日,"Not working. Always fails to auto translate. Used all the credits to do the complete site translation. The very next day the auto translation failed and i need to buy more ""credits"". In my Opinion a complete scam. Paid 40€ for nothing... thanks True Organic Cosmetics 奥地利 19天 人在使用应用 编辑时间："
Locales.ai,1star,2026年2月10日,- 2.800. 000 credits Customer service non existent. no-one even bothered to answer to us after multiple tickets and emails. This is not a professional app unfortunately. Avgerinos Pharmacy 希腊 8个月 人在使用应用
Locales.ai,1star,2026年2月1日,"No customer service whatsoever, avoid this app at all costs, I do not recommend it!!! Aelia rituel 法国 1天 人在使用应用"
Locales.ai,1star,2026年1月6日,To Expensiv! Please Check the pirce first..... alpinloacker.com 奥地利 20天 人在使用应用
Locales.ai,3star,2025年8月11日,"Update: We need to add a few points while keeping our original review below. After our 1-star review, Lewis listened to our concerns and engaged with us. He acknowledged the issues and said he would work on improving the app. We also hope he will make the pricing fairer. In addition, he refunded mul"
Locales.ai,3star,2025年8月7日,Thank you for sharing your experience — we’re truly sorry it didn’t meet your expectations. Regarding the issue with manually translating Loox Review: we carefully reviewed ... 显示详细信息

=== Shopify Translate & Adapt (97 reviews) ===
Shopify Translate & Adapt,2star,2026年8月2日,"For some reason it auto translates only 2 languages. No obvious way to translate more. This is not mentioned anywhere, only when you reach the limit. Made Without 拉脱维亚 接近2年 人在使用应用"
Shopify Translate & Adapt,2star,2026年6月9日,"for the love of god, give us a tick box to stop unit conversions for measurements and actively stop translating things that have the appropriate tag no translation tags. EVERYTIME I trigger translate I'm riddled with Anxiety, that its going to mess things up AGAIN. It's so inconsistent, I never know"
Shopify Translate & Adapt,2star,2026年5月8日,"When using ""Auto-translate all"" in Translate & Adapt, all manually edited translations are overwritten without any warning or confirmation dialog. There is no way to distinguish between auto-generated and manually corrected translations before running the bulk action. This caused significant damage "
Shopify Translate & Adapt,2star,2026年5月23日,2 stars because I can only add 2 languages and pay a lot to Shopify fees on every order I sell and yearly fee and monthly fees. Crazy. The least they could do is help our conversions. Golden Tallow 美国 大约2年 人在使用应用
Shopify Translate & Adapt,2star,2026年4月15日,App is fine. What we get as a user is basic features for free. Wish the app allow unlimited number of languages rest everything is much better than third party app . Saddle Online Shop 美国 2年多 人在使用应用
Shopify Translate & Adapt,2star,2026年1月13日,"Translation from English to French is very approximative (Google Translate is really not the best!), plus a lot of punctuation and type case glitches make the app quite annoying. Another thing, when are you going to include translations for images alt text without having to upload new image files fo"
Shopify Translate & Adapt,2star,2025年12月15日,"The app works fine in terms of translation quality and the interface is simple to use. However, there is a major and poorly explained limitation that makes it very frustrating in real-world use. Shopify Translate & Adapt only allows automatic translation for two languages per store, and it counts an"
Shopify Translate & Adapt,2star,2025年6月12日,"Certaines fonctionnalités sont agréables. Pour de petits sites, c'est intéressant. Par contre, pour de plus gros, il y a trop de corrections nécessaires. Par exemple, le signe & reste en code HTML et affiche &. Cette situation est assez problématique. GROUPE MORTIER 加拿大 6个月 人在使用应用"
Shopify Translate & Adapt,2star,2025年5月2日,"I was told by the Theme developer that the Translate & Adapt app was necessary to provide a second language (Japanese) to my store, thus installed it. While I appreciate the effort to streamline the translation process and find the search functionality to be indispensable, the automatic translations"
Shopify Translate & Adapt,2star,2025年5月3日,"Thanks for trying out the app. A few things in response: - It's not possible to overwrite manual translations with auto-translations. Check your previous theme, it's most ... 显示详细信息"
Shopify Translate & Adapt,2star,2025年3月17日,It was working fine but at some point it completely stopped taking the right references but using for all products the same info. Support could only tell me to manually translate the references or use another app. It is unknown what the bug is due to and if it is fixable De Giorgi Gioielli 瑞士 大约1年 人
Shopify Translate & Adapt,2star,2025年3月7日,"We had already translated our shops main language and ALL tags, labels e.t.c but apparently we can no longer edit this directly in shopify but have to rely on an app that makes this an impossible operation. The app becomes completely useless when it can't translate, or should i say, change the refer"
Shopify Translate & Adapt,2star,2024年11月22日,"Eine Zeit lang ganz gut, wenn auch im Basic Plan nur 2 Sprachen automatisch. Neuerdings gibt es aber keine Übersetzungen mehr. Ein Update konnten wir noch nicht finden. Wir suchen den Fehler. Hat jemand eine Idee dazu? Danke vorab und Grüße Imperial Fishing GmbH 德国 大约2年 人在使用应用"
Shopify Translate & Adapt,2star,2024年10月31日,"I found the following issue with the translation tool: The translation tool doesn't maintain proper spacing when carrying over bold formatting from German to English Example: German (correct): ""...aus Bio-Aloe Vera und..."" English (incorrect): ""...oforganic aloe veraand..."" English (should be): ""..."
Shopify Translate & Adapt,2star,2024年8月9日,"Rapide et efficace mais il ne prends pas en charge les URL. Donc le rendu ne fais pas du tout professionnel. Edit en réponse à votre réponse : j'ai 700 produits j'ai autre chose à faire que de renommer les URL une par une , sinon je ne prendrais pas d'App de traduction AUTOMATIQUE. Alice Jewels Fami"
Shopify Translate & Adapt,2star,2024年8月9日,Translate & Adapt has the ability to translate URLs. See this video to understand how https://youtu.be/1oXLydxjgS8
Shopify Translate & Adapt,2star,2024年5月31日,"Even if you translate manually it does NOT makes any changes, it stays has the App has translated. Plus there is not any possibility to ""lock"" words that you don't want to be translated. abiaakha 瑞士 13天 人在使用应用 Shopify"
Shopify Translate & Adapt,2star,2024年6月20日,"Hi there, we've reached out via email to try and help!"
Shopify Translate & Adapt,2star,2024年1月18日,"I used the translation app to translate my shop into both English and German. Initially, I was pleased that two languages were offered for free. Unfortunately, only a portion of my website was automatically translated, and all products and pages were omitted. Additionally, I discovered some translat"
Shopify Translate & Adapt,2star,2024年2月11日,"Nach ca. 2 Dutzend mal laden, scheint es zu funktionieren. Schade dass man Änderungen nicht direkt einfügen kann, sondern diese im Produkt direkt machen muss, bevor eine Übersetzung erfolgt. Und die Frage die sich mir noch stellt ist, ob die rechtlichen Texte (z.b. AGB) so übersetzt werden dass dies"
Shopify Translate & Adapt,2star,2024年1月16日,"Hi, we have emailed, please be in touch"
Shopify Translate & Adapt,2star,2023年10月6日,"hello, I cannot use the application, when I want to add a language, when I want to add a language, the option to add translation appears, when I press it and direct it to the application, it does not open, it stays on the white screen. Respirocare 瑞士 4个月 人在使用应用 Shopify"
Shopify Translate & Adapt,2star,2023年12月21日,"Hi there, we'll be in touch 编辑时间："
Shopify Translate & Adapt,2star,2025年11月25日,"Title: Translate & Adapt does not delete old translations — breaks multilingual content Review body : There is a serious issue with Shopify’s Translate & Adapt system. Even after deleting a language from the Languages panel, old translations are still stored and reappear automatically when the same "
Shopify Translate & Adapt,2star,2023年7月28日,"not good if you want your store to have good translation I could not fix translation of main menu, collections, products etc. USA Apteka 美国 4天 人在使用应用 Shopify"
Shopify Translate & Adapt,2star,2023年7月29日,"Hi there, thanks for trying out the app. Can you please drop us a note to localization-product-team@shopify.com - all of those the things you mention can be edited. Thanks 上一页 1 2 3 4 下一页"
Shopify Translate & Adapt,2star,2025年12月29日,"Nur 2 Sprachen möglich. Seit langer Zeit steht ""weitere Sprachen folgen"". loveiu.ch 瑞士 大约3年 人在使用应用"
Shopify Translate & Adapt,2star,2026年4月23日,facing issue regarding some content not translated when you revert us please also revert on below mails bstteam120@gmail.com tech@betasofttechnology.com Oriali Firenze 意大利 9个月 人在使用应用
Shopify Translate & Adapt,2star,2025年9月20日,"not good, do not translate all in store, a lot of bugs Nicohub 泰国 5天 人在使用应用"
Shopify Translate & Adapt,2star,2024年12月13日,2 stars = 2 languages. Please don't limit us like this. Faronics Cloud 阿拉伯联合酋长国 4个月 人在使用应用
Shopify Translate & Adapt,2star,2024年1月24日,Works good but there is no way to adapt strings in the default language for all markets. OSSO 德国 大约1个月 人在使用应用 Shopify
Shopify Translate & Adapt,2star,2024年1月26日,"Hi there, please be in touch at localization-product-team@shopify.com. Translate & Adapt can adapt the default language by market, for example if your default language were ... 显示详细信息 编辑时间："
Shopify Translate & Adapt,2star,2023年4月13日,"Shopify support can be amusing. Every once in a while, you will come across a gem of a support person. This time was not the case. First, Rona passed the buck by asking me to go through a verification process. Understand that to open a ticket, you have to verify yourself. Only then can you open a ti"
Shopify Translate & Adapt,2star,2023年4月13日,"Sorry you had a bad support experience here, I read the notes. This is the product team: on the issue of not translating / inconsistently translating product titles, looking ... 显示详细信息"
Shopify Translate & Adapt,2star,2025年11月3日,"Umständlich zu nutzen, minimalistisch 4pets Onlineshop 德国 12个月 人在使用应用"
Shopify Translate & Adapt,2star,2025年9月8日,I'd love it if we can use this to translate more languages Winchmax 英国 大约1年 人在使用应用
Shopify Translate & Adapt,2star,2024年3月26日,requiero un correo de soporte por algunas dudas que tengo de la integración con shopify Galeria 1505 美国 12天 人在使用应用 Shopify
Shopify Translate & Adapt,2star,2024年6月20日,We've reached out over email. Looking forward to helping!
Shopify Translate & Adapt,2star,2026年7月9日,"Ich wollte diese App wirklich mögen, leider ist die automatische Übersetzung für einen professionellen Shopify-Shop jedoch nicht zuverlässig genug. Das grösste Problem ist, dass die App teilweise nicht den Originaltext übersetzt, sondern Inhalte eines völlig anderen Produkts einfügt. So wurde beispi"
Shopify Translate & Adapt,2star,2024年7月26日,I gave a two because you can only have two languages allowed. Not user friendly. And doesn’t bulk translate like it should. Seeking another app Vela Lash Bar 美国 大约1个月 人在使用应用
Shopify Translate & Adapt,2star,2026年1月22日,traduzioni non precise Loopy Clay 意大利 大约1年 人在使用应用
Shopify Translate & Adapt,2star,2025年8月7日,MAXIMILIAN EUROPE 西班牙 4个月 人在使用应用
Shopify Translate & Adapt,2star,2026年3月29日,כל הזכויות שמורות-קאר-קליק 以色列 3天 人在使用应用 上一页 2 3 4
Shopify Translate & Adapt,3star,2026年3月31日,"Les traductions sont à peu près bien, mais pas tout beaucoup de texte mal traduit. ça fait l'affaire pour un site débutant MYN CLOTHES 西班牙 12个月 人在使用应用"
Shopify Translate & Adapt,3star,2026年2月8日,"Works okay but when using subdomains (like .com/en-fr or /en-de, there are SEO issues with cannibalisation. Google, and bing show warning and issues. I don't really have the budget to translate well enough to warrant forcing German or French translation only, because it may be inaccurate. One day I "
Shopify Translate & Adapt,3star,2026年2月20日,"that app need an exemtion list to be perfect, it is abnormal that this is translating the name of the products SAKnife 法国 5个月 人在使用应用"
Shopify Translate & Adapt,3star,2025年12月7日,"Still waiting for the ability to manage product images, edit image url (wihtout changing image), edit ALT-text and so on. These are basic features in an international e-commerce that should have been in place several years ago. Furthermore, it means more images need to be uploaded to their servers w"
Shopify Translate & Adapt,3star,2024年1月5日,"It is good, but why only two language automatic translations? We can even pay to have more languages! VAXLAMP 香港特别行政区 7个月 人在使用应用"
Shopify Translate & Adapt,3star,2025年10月6日,"Excellente application, mais il n'y a que deux langues disponibles sur la boutique. Amour de Chanvre 法国 2年多 人在使用应用"
Shopify Translate & Adapt,3star,2025年9月8日,"Such a great app, but been waiting eagerly for more than just 2 translations, when will this happen? would be happy to pay a subscription for more as don't want to have to install another app. Please, please update with ability to add more than just 2! Thank you. Stuart Trevor 英国 9个月 人在使用应用"
Shopify Translate & Adapt,3star,2025年8月26日,"I really appreciate this app—it’s very helpful. It automatically translates one language, and I handle the other languages manually. However, when using Translate & Adapt to manually translate the “Online Store → Pages → STORE GUIDE” section, I am trying to align some text to the left, but some stri"
Shopify Translate & Adapt,3star,2026年1月21日,"App have interaction bug: (Linux/Chrome/Firefox): The top left ""back"" button of the app page, returns to the previous page, leaving the admin panel in full-screen mode and hiding all admin control panels. Please fix it! Dostavka 乌克兰 接近3年 人在使用应用"
Shopify Translate & Adapt,3star,2025年3月5日,"Overall a good app, but it's a shame that third-party content still can't be translated. It would be important to have features like reviews translated into the respective language. ROOM IN A BOX 德国 12个月 人在使用应用 1 2 3 4 下一页"
Shopify Translate & Adapt,3star,2025年1月29日,"App works fine, but could use some improvements. - Sheduled translations - More than 2 languages - SEO translations Compridis 荷兰 接近2年 人在使用应用"
Shopify Translate & Adapt,3star,2025年1月26日,Une bien meilleure version que la précédente. On pourrait améliorer l'ergonomie de la recherche des traductions réalisées ou pas. Ce serait bien d'améliorer l'ergonomie de la recherche de produit. Et que l'on puisse voir clairement ce qui est automatiquement traduit ou pas dans les fiches produits. 
Shopify Translate & Adapt,3star,2025年1月6日,"It would be great if you can add more then 2 languages. And it is great for translating the baisics and pages on the webpage. But each artikel you need to do one by one, these need to get more efficiënt. mrpadel.com 荷兰 接近2年 人在使用应用"
Shopify Translate & Adapt,3star,2024年9月4日,"I don't know I am using it wrong, but a lot of the translation on the websites is wrong and I can't seem to edit any of that. I can only edit the menu, and meta data. but not the actual content on the webpages? KERAMIKEN 瑞典 7个月 人在使用应用"
Shopify Translate & Adapt,3star,2024年8月13日,"The app only translates 2 languages and you have no option to have more. Google translate is a basic translator, so you get a lot of mistakes. You need to check everything and change it manually. I ended up with 'rug' (physical bodypart back in Dutch) instead of going back to the next page :D Also i"
Shopify Translate & Adapt,3star,2024年4月24日,"Die grundsätzliche Übersetzung ist gut, Fachbegriffe sollten jedoch immer separat geprüft werden. Ruthemann Design 德国 22天 人在使用应用"
Shopify Translate & Adapt,3star,2023年12月5日,Translated products will feed into Google Merchant Center even if the language has not been published. So be careful when installing this app on your store as it can mess up your integration with Google Merchant Center severely while you work on the translations. Jungle Bird 瑞典 4个月 人在使用应用
Shopify Translate & Adapt,3star,2023年9月22日,"The app seems fine to me, but for the moment I haven't left it installed because it doesn't take all my translations into account. I'm on Transcy, I have 4 translated languages and would love to switch to Transclate and Adapte. But it's going to take me hours to check every product and every page. P"
Shopify Translate & Adapt,3star,2023年9月6日,"Together with Shopify Markets this app could be a 10/5 stars. Unfortunately, it's not possible to translate more than 2 languages automatically, which is a big bugger to us since we want to do a Europe wide rollout with our shop. We would be willing to pay for every additional language, for sure, bu"
Shopify Translate & Adapt,3star,2023年7月25日,"Pretty good but still needs some work. A few things I've noticed, there's no bulk translate option for single words. We sell car parts in the UK and launched a US store. The only things that need translating are things like Bonnet to Hood, Wing to Fender etc. There's no way to do this without going "
Shopify Translate & Adapt,3star,2023年7月26日,Hi there- thanks for trying the app and the review. It would be worth combining your Translate & Adapt workflows with the translations CSV (Settings > Languages > Export). ... 显示详细信息 上一页 1 2 3 4 5 下一页
Shopify Translate & Adapt,3star,2025年9月20日,"we need more languages for auto translation, please help to increase amount of languages, at least 5 languages for auto translation is ok. Case116 加拿大 5个月 人在使用应用"
Shopify Translate & Adapt,3star,2024年12月17日,For now it unfortunately offers only 2 active languages. :( Kathi Kunterbunt Stoffe 德国 2个月 人在使用应用
Shopify Translate & Adapt,3star,2024年11月14日,The search field does not do a good enough job to find what you are looking for. but the rest works okay. MIROPAC.INC 加拿大 1年多 人在使用应用 编辑时间：
Shopify Translate & Adapt,3star,2023年6月29日,"Pretty good except that you can't search in ALL text. you need to know where your content is located before you search, which you often don't. Also missing translation of Shopify Reviews SummerSand 丹麦 7个月 人在使用应用 Shopify"
